"flw.size.arg","flw.size.vd","value","se","x"
"118",0.395833333333333,6,-0.0478384628786534,0.0749254060934955,2.375
"119",0.416666666666667,6,-0.051797349721326,0.0765887979420933,2.5
"120",0.4375,6,-0.0563230403419453,0.0788539105161479,2.625
"121",0.458333333333333,6,-0.0614155530794849,0.0819156362080628,2.75
"122",0.479166666666667,6,-0.0670749068926962,0.0859506898453885,2.875
"123",0.5,6,-0.0733011207743439,0.091103632893885,3
"124",0.520833333333333,6,-0.0800942130716052,0.0974782375380405,3.125
"125",0.541666666666667,6,-0.0874542004565186,0.105136159313663,3.25
"126",0.5625,6,-0.0953810977075624,0.114102039979626,3.375
"127",0.583333333333333,6,-0.103874916995916,0.1243723934931,3.5
"128",0.604166666666667,6,-0.112935662249038,0.135925273601166,3.625
"129",0.625,6,-0.122563331935839,0.148728553089268,3.75
"130",0.645833333333333,6,-0.132757923169771,0.162745997630871,3.875
"131",0.666666666666667,6,-0.143519431953257,0.177941233991697,4
"132",0.6875,6,-0.154847853351234,0.194280033610561,4.125
"133",0.708333333333333,6,-0.166743181653554,0.211731422651462,4.25
"134",0.729166666666667,6,-0.179205410526277,0.23026805245297,4.375
"135",0.75,6,-0.192234533151823,0.249866144734198,4.5
"136",0.770833333333333,6,-0.205830542341973,0.270505220329061,4.625
"137",0.791666666666667,6,-0.219993430720463,0.292167738220431,4.75
"138",0.8125,6,-0.234723191072939,0.314838698613393,4.875
"139",0.833333333333333,6,-0.250019816482814,0.338505273933708,5
"140",0.854166666666667,6,-0.265883300412788,0.36315648331606,5.125
"141",0.875,6,-0.282313636776546,0.388782911441544,5.25
"142",0.895833333333333,6,-0.299310820000639,0.415376469058148,5.375
"143",0.916666666666667,6,-0.316874845076536,0.442930190119041,5.5
"144",0.9375,6,-0.335005707602861,0.471438059937013,5.625
"145",0.958333333333333,6,-0.35370340384671,0.500894869355112,5.75
"146",0.979166666666667,6,-0.372967931825009,0.531296098759655,5.875
"147",1,6,-0.392799291468507,0.562637819964325,6
"148",0,7,-0.0803167971863131,0.0511198263689221,0
"149",0.0208333333333333,7,-0.0739817060236866,0.0456329863285453,0.145833333333333
"150",0.0416666666666667,7,-0.0681325119472975,0.0424140879326574,0.291666666666667
"151",0.0625,7,-0.0627692207267005,0.0414624531834834,0.4375
"152",0.0833333333333333,7,-0.0578918376244908,0.0424588662290987,0.583333333333333
"153",0.104166666666667,7,-0.0535003672981568,0.0448706664263738,0.729166666666667
"154",0.125,7,-0.049594813662673,0.0481484291280109,0.875
"155",0.145833333333333,7,-0.0461751797138337,0.0518498459653631,1.02083333333333
"156",0.166666666666667,7,-0.0432414673123273,0.0556635070494823,1.16666666666667
"157",0.1875,7,-0.0407936769285524,0.0593854446475417,1.3125
"158",0.208333333333333,7,-0.0388318073481734,0.0628885483604285,1.45833333333333
"159",0.229166666666667,7,-0.0373558540045857,0.0660986855871767,1.60416666666667
"160",0.25,7,-0.0363658026192156,0.0689788939368008,1.75
"161",0.270833333333333,7,-0.0358616351507795,0.0715193806470023,1.89583333333333
"162",0.291666666666667,7,-0.0358433336142856,0.0737316854646099,2.04166666666667
"163",0.3125,7,-0.0363108811813156,0.0756454807559753,2.1875
"164",0.333333333333333,7,-0.0372642629088286,0.0773070980682763,2.33333333333333
"165",0.354166666666667,7,-0.0387034663060592,0.0787790736160654,2.47916666666667
"166",0.375,7,-0.0406284817751496,0.0801401438059329,2.625
"167",0.395833333333333,7,-0.0430393029255174,0.0814851730882886,2.77083333333333
"168",0.416666666666667,7,-0.045935926762828,0.0829244822196591,2.91666666666667
"169",0.4375,7,-0.0493183555652181,0.0845820796773443,3.0625
"170",0.458333333333333,7,-0.0531865999653921,0.0865923211953234,3.20833333333333
"171",0.479166666666667,7,-0.05754067305729,0.089094477329773,3.35416666666667
"172",0.5,7,-0.0623805887540215,0.0922257457549576,3.5
"173",0.520833333333333,7,-0.0677063613242131,0.0961135221679063,3.64583333333333
"174",0.541666666666667,7,-0.0735180046736863,0.100868229127184,3.79166666666667
"175",0.5625,7,-0.0798155319026102,0.106578029127659,3.9375
"176",0.583333333333333,7,-0.086598955081013,0.113306466355107,4.08333333333333
"177",0.604166666666667,7,-0.093868285052159,0.121093153167922,4.22916666666667
"178",0.625,7,-0.101623531273326,0.129956839490194,4.375
"179",0.645833333333333,7,-0.109864701693982,0.139899804064408,4.52083333333333
"180",0.666666666666667,7,-0.11859180266939,0.150912528737826,4.66666666666667
"181",0.6875,7,-0.127804837530973,0.162977923827605,4.8125
"182",0.708333333333333,7,-0.137503804458282,0.1760747398146,4.95833333333333
"183",0.729166666666667,7,-0.147688700156145,0.190180050098643,5.10416666666667
"184",0.75,7,-0.158359520666389,0.205270927168477,5.25
"185",0.770833333333333,7,-0.169516261383371,0.221325486610666,5.39583333333333
"186",0.791666666666667,7,-0.181158916978784,0.238323471543941,5.54166666666667
"187",0.8125,7,-0.193287481946427,0.256246492904231,5.6875
"188",0.833333333333333,7,-0.205901950801151,0.27507806939873,5.83333333333333
"189",0.854166666666667,7,-0.219002318153703,0.294803554559281,5.97916666666667
"190",0.875,7,-0.232588578779379,0.315410003432209,6.125
"191",0.895833333333333,7,-0.246660727680493,0.336886013500619,6.27083333333333
"192",0.916666666666667,7,-0.261218760142666,0.359221560358457,6.41666666666667
"193",0.9375,7,-0.276262671784924,0.382407839419635,6.5625
"194",0.958333333333333,7,-0.291792458603612,0.406437119169066,6.70833333333333
"195",0.979166666666667,7,-0.307808117010124,0.431302608036591,6.85416666666667
"196",1,7,-0.324309643862448,0.456998335081743,7
"197",0,8,-0.0803167971863131,0.0511198263689221,0
"198",0.0208333333333333,8,-0.0743389102871059,0.0462046365916766,0.166666666666667
"199",0.0416666666666667,8,-0.0687861819721528,0.0434425688939679,0.333333333333333
"200",0.0625,8,-0.0636586160299312,0.0428221825164037,0.5
"201",0.0833333333333333,8,-0.0589562159329302,0.0440509875140811,0.666666666666667
"202",0.104166666666667,8,-0.054678984771898,0.0466532494291494,0.833333333333333
"203",0.125,8,-0.0508269251637908,0.050136899264448,1
"204",0.145833333333333,8,-0.0474000391334199,0.0540992736310248,1.16666666666667
"205",0.166666666666667,8,-0.0443983279687983,0.0582503623498025,1.33333333333333
"206",0.1875,8,-0.0418217920501874,0.0623950558833832,1.5
"207",0.208333333333333,8,-0.0396704306528427,0.0664074786740431,1.66666666666667
"208",0.229166666666667,8,-0.0379442417234585,0.0702098919113581,1.83333333333333
"209",0.25,8,-0.0366432215290657,0.0737580481581504,2
"210",0.270833333333333,8,-0.0357673612774289,0.0770317653327859,2.16666666666667
"211",0.291666666666667,8,-0.0353166472187782,0.0800289693502654,2.33333333333333
"212",0.3125,8,-0.035291065616074,0.0827618928155955,2.5
"213",0.333333333333333,8,-0.0356906036213781,0.0852548773937752,2.66666666666667
"214",0.354166666666667,8,-0.0365152497565081,0.0875431456389563,2.83333333333333
"215",0.375,8,-0.0377649943091044,0.0896721358982333,3
"216",0.395833333333333,8,-0.0394398296441087,0.0916971070262618,3.16666666666667
"217",0.416666666666667,8,-0.0415397504306554,0.0936827725422383,3.33333333333333
"218",0.4375,8,-0.0440647537843755,0.0957027534601713,3.5
"219",0.458333333333333,8,-0.0470148393251118,0.0978386627049855,3.66666666666667
"220",0.479166666666667,8,-0.0503900091615461,0.100178668406942,3.83333333333333
"221",0.5,8,-0.0541902692334358,0.102815475798228,4
"222",0.520833333333333,8,-0.0584156299903882,0.105843690788568,4.16666666666667
"223",0.541666666666667,8,-0.0630661027342927,0.109356580442087,4.33333333333333
"224",0.5625,8,-0.0681416985952589,0.113442597172528,4.5
"225",0.583333333333333,8,-0.0736424282596046,0.118182114430198,4.66666666666667
"226",0.604166666666667,8,-0.0795683017882384,0.123644779726946,4.83333333333333
"227",0.625,8,-0.0859193284600988,0.129887798974765,5
"228",0.645833333333333,8,-0.092695516640647,0.136955300588527,5.16666666666667
"229",0.666666666666667,8,-0.0998968736754161,0.144878728551096,5.33333333333333
"230",0.6875,8,-0.107523405808614,0.153678051723261,5.5
"231",0.708333333333333,8,-0.115575118126781,0.163363491972128,5.66666666666667
"232",0.729166666666667,8,-0.124052014527507,0.173937470758001,5.83333333333333
"233",0.75,8,-0.132954097713195,0.18539652941451,6
"234",0.770833333333333,8,-0.142281368952973,0.197733061915752,6.16666666666667
"235",0.791666666666667,8,-0.152033826203807,0.210936784927868,6.33333333333333
"236",0.8125,8,-0.162211465448291,0.224995884110044,6.5
"237",0.833333333333333,8,-0.1728142824861,0.239897856684647,6.66666666666667
"238",0.854166666666667,8,-0.183842273045938,0.255630111654713,6.83333333333333
"239",0.875,8,-0.195295432847277,0.272180375580221,7
"240",0.895833333333333,8,-0.207173757657956,0.28953695045516,7.16666666666667
"241",0.916666666666667,8,-0.219477243347627,0.307688863623436,7.33333333333333
"242",0.9375,8,-0.23220588593707,0.32662594165921,7.5
"243",0.958333333333333,8,-0.245359681643355,0.346338832492173,7.66666666666667
"244",0.979166666666667,8,-0.258938626920863,0.366818993547659,7.83333333333333
"245",1,8,-0.272942718498164,0.388058658506235,8
